"nama","ulasan","penilaian"
"elinda dwi","mantap nih aplikasi banyak promo dan diskon ??","5"
"miftah surur","Bagus...tingkatkan","5"
"Radju Radju","Tempat belanja online yg lengkap dan murah","5"
"naufal daffa ferbyan","asli traktirannya dan yang paling bagus dari brand OASE yang dari 99k jadi Rp0","5"
"Dimas Arya","terima kasih tokopedia","5"
"Putra nanggro aceh Aneuk aceh","Kenapa hadiah yg sudah di klim gak bisa di ambil. Apakah ini bagian dari penipuan","2"
"rizki karim76","uang tidak sesuai ketik barang batalkan, dan mengambil saldo ribet tidak bisa dipake untuk beli barang lagi, tolong kenyamanan hehe sangat tidak puas","1"
"Aulia Nugraha","Tokopedia salah satu perantara handal dan banyak bonus , memanjakan konsumen ,...terima kasih tokopedia ..semoga semakin berjaya selalu dan sukses bersama toko2 rekanan Tokopedia.The Best Forever","5"
"Hendra Baihaqi","sangat puas toko pedia mantap","5"
"Rani Rustiani","barang gratis poko nya puas banget","5"
"faiz al agif","Masalah transaksi nya kok ribet amat ya","1"
"Asep Andri","Macam mana cara mengambil hadiahnya","3"
"PATMAWATI wati","Ya Allah rugi banget download apk ini ngabisin kuota aja, udah dana refund gak bisa ditarik. Kapok banget dah . Dibilang melanggar t&c lah kok bisa orang baru daftar baru download. Kalau masalah alamat sama ya wajar 1 RT 1 alamat .huh uninstall aja keselllllll otw pindah haluannnnn","1"
"Deden Munfasil","biar bintang yg bicara good for tokped","5"
"Rukayati","Sk belanja d Tokopedia, harga terjangkau,kualitas barang oke,pngiriman cepat.bnyk promo dn diskonya.yg lbih seneng Lg...? Bebas ongkir??","5"
"Kholis Nur","terimakasih Tokopedia, adanya dirimu membuat hidup lebih mudah","5"
"RIZQY FAJRI","lumayan nih, kalo tiap bulan adain kaya gini wkwk","5"
"astri safitri","Bagus banget dong, dpt diskon dan cashback trs pembayaran yg mudah lewat ovo","5"
"levio william","baru coba tokopedia semoga lancar dan aman..","5"
"FA-LIFE Channel","Aplikasi tidak bisa memuat data ""kesalahan server ..... "" pdhal mau penting","1"
"Muhammad Lutfi","Aplikasi aneh udh pesan udh bayar eh di batalin udh gtuh uang y ga di balikin dasar tukang tipu jngan mau pake tokopedia","1"
"syifa aurelianingrum","sangat bermanfaat sekali aplikasinya","5"
"Senandung Lirik","Tokped memihak kepada penjual, walaupun penjual tidak benar, Perbaiki atau kita rame² hijrah ke shopee lagi","1"
"Khoirunnisa Endah Setiawati","Cuma mau ganti alamat pengiriman tidak bisa lagi digunakan malah dibatalkan tokped","1"
"wulan nuramalia","tokopedia selalu ada selalu bisaaaaaaaa??","5"
"Claus Lee","Aku baru mencoba terimakasih","5"
"Kardi","Klo bisa toko yg udh tutup atau barang yg ga ada,jgn di tampilkan","3"
"Awe Awe","Saya berulang kali belanja di Tokopedia layanan nyaman banyak promo","5"
"Septa Hadian","makasih traktiran nya ??","5"
"Tri Yunita","tokopedia memberi kemudahan dalam belanja online","5"
"Chandra Mongkol","Belanja lebih mudah","5"
"Dnslsll Jdkdkddl","Apk sampah sih. Jelas jelas jos SHOPE... shope is the best. Order gua di cancel duit nya ilang. MOGA CEPET BANGKRUT NGAMBILIJ DUIT ORANG AMIN ! UNINSTALL APK SAMPAH","1"
"Istighfarlah Terus","Aplikasinya sangat membantu dan memberi kemudahan dalam belanja. Yang tidak saya sukai aplikasi ini harus sering diupdate.","1"
"Muhamad Amrulloh","promo tipu trx pulsa pengguna baru tipu najis","1"
"Muchtar Fr","Kenapa tokped saat masuk ke pilih metode pembayaran sering hang ya? Sdh lama banget menunggu tampilannya,ternyata notifnya: waktu habis..saya jadi sering gagal transaksi gara2 ini.","2"
"muh chodim","Trims...untuk sementara tak kasih bintang 4 dulu karna saya masih baru disini. Alhamdulillah selama gabung disini saya sangat terbantu dan mudah untuk mencari apa yg saya butuhkan","4"
"Arif Rahmat Widodo","sangat membantu . terimakasih tokopedia","5"
"Triyoga Mardianto","cukup membantu dalam berbelanja","5"
"Satya 12","sukses selalu untuk toko pedia, belanja hemat hanya di tokopedia","5"
"Fitra Berlian","perbanyak promo cashback nya yaa","5"
"Mini Star","Aku download supaya bisa beli beli soal nya ni apk ngasih hadiah dan voucher geratis lagi.","5"
"sigit Danang herjuna","transaksi gagal saldo tidak bisa kembali","4"
"Muhidin Paiguru","Iklan selalu membingungkan seperti "" POCO M3 RAM 6 HARGA 1.750.000 diujungnya ada REDMI RAM 3 "" MAU TIDAK DIPERCAYA ? SILAHKAN AMATI DI FB","1"
"m.ridwan has","Sejauh ini belanja sesuai dgn photo yg di pajang...","5"
"Kusnadi Moe","Ngasih bintang 2 ajah dulu klu bagus d tambah","2"
"Hikma Nurfadila","Tokopedia percuma ada voucher pulsa tapi pas ngisi di gagalkan jadinya voucher udah ke pakai tapi nggak work kalau niat ngasih voucher knp hra di gagalkan","1"
"tatan suntara","Kenapa akun saya tidak bisa checkout. . Selalu gagal ketika melakukan pembayaran,lapor ke CS jawabannya muter tanpa solusi","1"
"Felicia Assyabiya","terima kasih tokodepia","4"
"Tengil Hooligan Timur","semoga berkah buat yg ngadain promo di tokopedia mantaaaaaaap","5"
"Dzikri Hidayat","Pelayanan nya nggak bagus , lebih baik rekrut mitra kurir sendiri seperti shopee , Lazada , Blibli dll. Cuma tokped aja yg nggak ada kurir sendiri . Alhasil skrg kebanjiran order via pengiriman gosend atau grab banyak d cancel driver karena jemput barang lebih jauh dari pengantaran . Iya iyalah Bodoh aja driver yg masih mau ambil kalo jarak ngambil nya lebih jauh dari jarak pengantaran . ??????","1"
"Endy Pardina","Sering sekali gangguan gagal koneksi di android","3"
"Suhadi Hadi","Saya belum mencobanya","2"
"Teknisi Pinggir jalan","Parah....... Gratis ongkir sama COD nya ga pake sicepat lagi,malah pake antaraja (si kurir 1 minggu ??) kurir super duper lelet markilet.....????????????????????","1"
"erna dedit","tokopedio sangat membantu","5"
"Monica Lea","Nanganin permasalahan customernya lama benerrrrr 2 minggu ga kelar kelar","1"
"sarif fachrudin","Bagaimana cara mendapatka cashback tiap hari.","4"
"eko septiawan","Katanya ada traktiran pengguna baru, ternyata hanya Hoax","1"
"Valencia Jess","Banyak discont..merasa aman belanja lewat toped","5"
"NANANG KRISTANDRI","sangat membantu saya","5"
"Annisa Fauziah","Tidak dpt membelanjakan promo 0 rupiah dlm akun pengguna baru????????????","1"
"nur aini amalia","Kenapa saya tidak bisa beli produk flash sale di Tokopedia, padahal saya sudah download apk nya, tapi pas saya klik beli malah muncul tulisan ""produk flash sale ini hanya berlaku di tokopedia"" dan malah suruh unduh apk nya, padahal kan saya sudah download.","1"
"25_Bagus Tri Atmojo","Saya tidak pernah membayangkan belanja jadi semudah ini","5"
"fatchu rahman","Sering banget udh dipesen barangnya,tiba tiba habis pembayaran dibatalin, mending online shop lain dah","1"
"Angga Engga","GRATIS BAGI PENGGUNA BARU, BEGITU DIBELI GAAKAN DIRESPON (AUTO DIBATALIN) ABIS ITU UDAH DEH HANGUS, PROMO NYA GAAKAN DIBALIKIN, ITU CUMA TIPU DAYA .","1"
"Jennyfer Corryson","tokped memang ga ada lawaaaan","5"
"Inddra Inddraanggara","Ini kenapa eror lagi gk bisa tab hadiah udh 3 hari. Masalah jaringan terus padahal sinyal saya Bagus","2"
"Endhita Zahra","thank you Tokopedia senang bgt bisa belnja disini traktiran pertama Rp 0. dan bnyk voucher diskon+gratis ongkir sering2 ya!! suka deh sm tokped karena voucher yg bnyk dan tdk pelit??","5"
"Izlal Rifqi fakhrureza","Bagus, tingkatkan lagi ya, agar lebih bersaing di international","5"
"Bagus Canelo","langganan belanja online","5"
"Henny Joel","bisa di percaya...","5"
"Muji yati","Kenapa tokopedia sekarang tidak bisa COD? Padahal sebelumnya bisa!","1"
"nuryadin sag30","banyak ongkir gratisnya dan bs investasi dan nabung emas utk masa depan..","5"
"Kang Urep","Aku dapat 300.000 dari toko pdya","5"
"Ifta Laily","Udah masuk pesanan, udah dibayar di alfa. Lalu dibatalkan oleh tokopedia. Gk jelas banget.","1"
"Muhammad Rifki","apa apa an aplikasi ini, saya pengguna baru, beli barang yg di pengguna baru kok di batalkan dengan alasan saya sudah melakukan transaksi sebelumnya, pdahal saya belum pernah transaksi sebelumnya, mksdnya apaan ini di batalkan, la terus gunanya fitur pengguna baru buat apa? pajangan doang? atau buat menipu doang? pengalaman yang buruk","1"
"Rustam Uddin","Semua pesanan/pembelian terlaksana dengan baik sesuai iklan penjual. Terimakasih.","5"
"MOCH CHRIS ALI SHAKTI","Jaringan terluas & signal terbaik","5"
"Rio Hariyoko R","Tampilan transaksinya ko jd gini dah, malah mundur udah enak yg dulu ...","2"
"Dapur umma Arka","Sory dtrunin lama2 Gk ok mau checkout eror mulu skrng mah pdhl bru update","3"
"Ikbal Apriana","Parah semenjak jadikan merchant pro setiap ada transaksi di potong 33.000.. sangat merugikan bagi penjual.","1"
"YEYEN SRI DHAMAYANTY","sukaaaaaa.. makasih Tokopedia... sudah menghadiahiku HS... bisa aktif lg di WS pke HS baru","5"
"Fadhil Rahman","Barang2 yg dijual memuaskan, pelayanan cpt","5"
"Indira Putri","kenapa saat mengisi saldo ovo saya cuma ada di Tokopedia?tidak masuk ke akun ovo saya,saat membayar juga saat memasukkan pin saya sudah benar tetapi katanya salah,mohon penjelasannya","2"
"Drik Ho","Dr kemarin order barang menggunakan pengiriman instan gojek , sampai hari ini status masih dipencarian driver , mau sampai kapan saya menunggu ? Ngehubungin tokopedia care balesnya cuma tanya sedang ada perbaikan . Tolong dong , itu barang penting dan mau dipakai hari itu juga , tp gk ad jalan keluar selain menunggu , yg jadi pertanyaan sampai kapan pembeli harus menunggu?","1"
"Alsyafa Aruna","Lapak gaguga, promo hanya untuk pemanis. Ujung2nya dibatalkan otomatis dan saldo tidak bisa ditarik melalui ovo. Padhal pembayaran bisa","1"
"sulaiman haikal","Semenjak kerja sama gojek tokopedia, pengiriman instan & sameday, selalu telat 2-3 hari seperti pengiriman yg lainnya. Padahal pemesanan pake instan & sameday","1"
"dmrfky","good job tokopedia. semoga panen telur selalu ada biar saya gak beli pulsa terusss hehehe","5"
"Purwiro","Umayan bagus, diskonnya","4"
"Dedi Sutandi","mending belanja di shopee ga ribet ini selalu eror ketika pas mau melakukan pembayaran","1"
"fathul ma'arif","cashbacknya dihilangkan kah? padahal seneng belanja ditokped karena cashback nya.. kasih bintang 2 dulu, siapa tau ada lagi cashbacknya","2"
"Pengguna Google","Pas tgl jatuh tempo pagi2 d telfon suruh bayar. Udh ngmngnya gak sopan. Blm juga lewat jatuh tempo","2"
"muhammad akhyar","YANG PAKE APP INI ORANG BODOH .","1"
"Nor Halifah","Toped ko gk bisa cod ,padahal di situ ada tulisan cod pas mau pembayaran gk ada pilihan cod.","5"
"Al Khoiry","Banyak promo free ongkir tanpa harus pakai dompet digital","5"
"Rendi Saputra","Tokopedia makin ga jelas aja nih,selalu muncul selamat anda dapat hadiah,tapi pas di cek hadian apa'an,ga ada hadiah apa2,,","1"
"Om Munir","Banyak penjual tidak jelas. Pembatalan terlalu ribet","1"
"One Tek Gaming","Sangat merugikan seller/penjual jualan di sini, kenapa barang yang saya jual bisa di tukar sama pembeli, alasan pembeli tidak sesuai dengan barang, sedangkan saya kirim baran sesuai sama pesanan, tokopedia menurut saya cacat cara kerja nya, HIMBAUAN KE PADA SELLER MOHON HATI2 JUALAN DI TOKOPED AGAR TIDAK TERJADI SEPERTI SAYA APLIKASI CACAT, LEBIH BAGUS SHOPEE LAGI","1"
"Kusnandar 2020","luarrrrrrrr biasa tokopedia...pokoknya seneng banget...promonya bikin q tersenyum senyum karena senang..txs Tokopedia","5"
"ipo suryono","mudah belanja online","5"
"My World","bintang 4 dulu, baru donlot setelah kecewa dari ecomerse oren. nyobain RP.0 kalo real kasih 5bintang.","4"
"Sapari rijaya Sapari rijaya","Tokopedia memang top markotop,mantaaap...!!!","5"
"Puput Amelia","buat pengguna baru bener bener Rp 0 gaes","5"
"Erwin Pasali","Kok tidak bisa skrinsut di pembayaran min?","3"
"GO Update Channel","Baru mencoba pakai aplikasi tokopedia, semoga menjadi pilihan belanja online terbaik","5"
"Muhamad Mif Bahran","Bagus tapi sayang di panen telur ngga ada toko points","1"
"Ashaqilla Maharani","menyenangkan sekali belanja dengan Tokopedia, terimakasih Tokopedia","5"
"Diman Setiawan","Semuanya bisah lebih mudah","5"
"muhammad tajuddin","aplikasi ini membantu memudahkan dalam bertransaksi","5"
"Akhmad Jaja","Memuaskan Barang dan pengirimnya","5"
"haura A","Selama pakai tokped ga pernah dapat zonk, para sellernya juga ga abal2. Refund cuma 30 menit doang","5"
"Baby Gaming","Mudah mudahan di gantikan yang lebih besar oleh allah swt","4"
"Deasy Ratnasari","Sejauh ini selalu puas berbelanja lewat toped.. voucher nya jga bnyak, smga sllu seperti ini.","5"
"Yudi Afriadi","tokped emang ok!!","5"
"Yunii Selpiani","Aplikasi apa ini ,kok saya tidak bisa melakukan pembayaran padahal jaringan bagus, selalu keterangan nya eror","1"
"Apin Risky","Busuk, free ongkir tp pake jasa pengiriman yg gak jelas. Semarang solo 7 hari.","1"
"RAYYA ZUAN","promo tidak jelas Saya pengguna baru, awalnya mau pakai utk transaksi sdh sampai ke tahap pembayaran. Lalu saya batalkan, karna saya tdk melihat ternyata pembayaran via alfamart. Saya buat belanja yg sama, namun pembayaran melalui bca virtual account. Setelah itu muncul promo potongan 30rb setelah saya gunakan, terjadilah perbedaan pembayaran harga dgn yg pertama. Lalu dgn senang hati saya bayarkan via bca VA, setelah pembayaran terverifikasi malah yg terjadi di batalkan langsung oleh tokped ..","1"
"Sego Campur","Baru kali ini saya belanja online mengalami pembatalan sepihak diwaktu saya sudah melakukan pembayaran. Pengalaman yang yang takkkan pernah terlupakan.","1"
"Intan Diana","Lebih murah...barang cept dikirim","5"
"Sela Novita","sangat memuaskan pakai Tokopedia, semoga banyak promo lagi aminnn","5"
"Eli Agustina","mantap dah gratiiiiiiiiz","5"
"Liaa Heranengsih","banyak gratis ongkir,sama Rp 0","5"
"gilang aga","Kupon nya kok cuma gratis ongkir gojek doang, gk kyk dulu adal kupon cashback OVO atau tokopoint, kalo beli barang dari luar daerah kan gk mungkin pake gojek..","4"
"Raden Lancung","sangat mudah... request bisa pakai aplikasi dana","5"
"Rosalinda Suherman","Bagus pesanan sesuai","1"
"kiki shiro","suka belanja di Toko pedia, proses pengiriman sangat cepat, pesan hari ini besok sampai, sekama aq belanja seller2nya tidak pernah mengecewakan dan selalu amanah , pesan berapa barang walau beda seller selalu sampai barengan,sering dapat gratis ongkir , mas kurir selalu ontime.pokoknya Tokped is the best buat saya! ??????????","5"
"Nur Yanto","Metode pembayaran mudah","5"
"Amin Muklis","Izin lokasi apl ngelantur. Alamat tertera berubah dengan sendirinya. Bikin barang muter² ganti hub","1"
"Sugitoriks Ringo Ringo","Semoga segera launching Tokopedia paylater untuk pengguna aktif seperti toko online lainnya yang sudah duluan menyediakan layanan paylater nya.","5"
"DEWA LANGIT","Apk nya bagus dan apik","5"
"M.Yasin Hidayatullah","belanja ku habis di censel","1"
"Lusia Kolin","Terimakasih...semoga bermanfaat","5"
"Kang Ojek","login susah kasus dana nyangkut gk kelar2 tambah sms verifikasi gak masuk2, uninstalll move kesebelah","1"
"Dian Pertiwi","Tokopedia banyak discount dan cashbacknya... Sukses selalu Tokopedia","5"
"Yudha syahputra Syahputra","Saya bener2 nyesel download aplikasi ini...gak bisa dipercaya katanya 2 hari baru nyampe barang yg saya pesan ternyata gak nyampe nyampe..udah gak bisa dipercaya lagi aplikasi ini","1"
"Monyet Perak","Benar benar menyesal belanja di tokopedia . Tolong diperbaiki lagi sistemnya . Saya belanja seharusnya bisa menerima cashback tp cashback malah tidak saya terima . Karna ada kesamaan data / alamat dg pengguna lain . Hello min dipikir yg tinggal di dlm 1 rumah hanya 1 org saja . Jika kami bersaudara bukankah bisa saja alamatny sama . Seharusnya promo dibatalkan jika 1 hp menggunakan 2 akun dan memakai promo yg sama itu baru benar .","1"
"Robby Ways","Ini kenapa kok promonya ga ada yg bisa d pakai? Free ongkir masih ada 6 tapi ga bisa di pake??","1"
"suko hadi","Kecewa dengan agen pengiriman khususnya TIKI... Dan update pesanan yang sangat terlambat di update. Tolong di perbaiki","1"
"Anastasia Nona","Aku ingin belanja di Tokopedia...hari ini aku mau coba...aku dapat pesan singkat katanya dapat bonus 500 ribu tapi binggung cara klaimnya?","5"
"Koplo Time","pertama kali daftar dapet gratisan","5"
"Ifan Aprian","ringan ga ribet banyak free ongkir dan promo","5"
"Amelia Mavazah","Ga suka sama sistemnya yg ga ngotak sama sekali . Sumpah nyesel belanja disini . Alamat sama dg pengguna lain itu sbenernya wajar . Karna memang dalam keluarga pasti ada kakak adik ayah ibu . Dan semua mempunyai hp masing"" . Baru kalo 1 hape 2 akun menggunakan promo yg sama dicancel itu wajar. Sistemnya sumpah ga sebagus shopee .","1"
"Rico Praganta","KHUSUS PEMBELI HARAP BACA! Penjual upload produk, ada orderan, stock kosong, gantungin aja ke kurir agar rating toko ga turun, toh tokopedia juga pegang dana nya (investor gratis lumayan). Tunggu aja sampai pembeli sadar dan bereaksi ke chat pada pesan bantuan, parahnya ditindak permintaan pembatalan atas nama pembeli. jadi toko kalian aman rating ga turun. Enak, bukaaan? Kalau SHUPII lebih tegas dan lebih jelas SOP nya sehingga pembeli tidak dirugikan dgn adanya penjual yg tidak profesional.","1"
"3A_Roman Wijaya","Saya sangat kecewa dengan aplikasi sampah ini. Saya sudah bayar barang saya 75.000 begitu sudah di transfer ternyata pesanan dibatalkan otomatis oleh sistem. Katanya saya melanggar aturan. Aturan mana yang saya langgar? Apakah karena pakai diskon 30rb ? Parah banget mana saldonya gak bisa di apa apain","1"
"Edi Prihandoko","sangat membantu sekali...lebih cepat","5"
"ruddy 007","sangat membantu sekali","5"
"erika vanadis","Bagus karena bebas ongkir","5"
"Mba Ajah","Saya apa aja bisa dapet hadiah trs trs hadiahnyavberupa apa .uang atao semacam benda dan betul apa tidak itu hadiah apa cuma iklan belaka trs hadiah itu ada embel"" nya gak tlong di bales sekarang saya tunggu dan alamat saya pacuan kuda jln pajajaran","5"
"Ikhsan_ 29","aplikasi rusak,,fitur cod nya cuma bisa di kota sedangkan marketplace lainnya bisa di desa ,nyesel instal ini apk","1"
