,nama,ulasan,label
3919,Raden Raden,haduhampir dapet gratis rp maklum ajar nihsemoga suksesdan kasih diskon gratis lagithanks,1
3920,Bayu Saka,bantu mudah jamin terjau harga kalang bagus,1
3921,Badar Sari,mudah bantu,1
3922,Ucup,blok blok gwobok,1
3923,muhammad ayyub,coba bagus,1
3925,ARE YOU READY,saldo refund cair withdraw opsi sandi konfirmasi sandi muncul akun milik sandi solusi cair saldo refund,1
3926,fahri maheswara,jebak iklan digoogle voucher juta diarahin voucher adapenipu banget trik licikjangan iklan jebak,1
3927,BARON ALE ALE,suka bayar bri ceria ribed labih bagus kalou slalu transaksi pakai rek briva,1
3928,Syaifullah Bima Donggo,hadiah pening,1
3930,Adam Altubagusyi,mantap smga sllu gratis ongkir promo maju jaya,1
3931,Altaf Syafaraz,bagusterimakasih,1
3932,sandi bedog,senang,1
3933,Riyan Wijaya,doang lost connection olshop lancar banget ganggu banget lost connection uninstall normal buka kembang tolong benerin sistem android lancar samsung doang kaya shopee lazada zalora olshop lancar jaya kendala,1
3934,Dono Dika,bintang kirim kasih bintang,1
3935,Pungky Widianto,habis app isi kolom diskusi balas diskusi user,1
3936,Erna Muljaya,buka hapus coba jaring internet,1
3938,Mia Mardianti,pesan batal sistem alas langgar tcsaya rugi harap keluarga rumah alamat kirim kaka pinjam alamat ribet kesal hijrah,1
3939,Amalia Alfiani,kasih kasih kasi gift,1
3940,Bu Ina Kawula Indonesia,mudah bayar pajak,1
3941,BUDI SANTOSO,lot geser gambar produk emosi,1
3943,Hafizh Alfatih,sip bagus apl,1
3944,Ahmed Elbaihaqi,ngasih promo nanggung nanggung traktir dipesan dicancel seller,1
3945,Nyoman Renten,hadiah unggah daritokopedia,1
3946,Yusron Amin,mayan cmn freeong greget kadang dipake ndak dipake beli nice marketplace,1
3947,Budi Adriyanto,mantap banget profesional,1
3948,Slamet Bing,cashback,1
3949,Awi Gaul,,1
3952,Charles Oktavianus,suka banyakiklan bohongin langgan hadia,1
3953,setyo darmoko,bantu pilih kualitas harga saing,1
3954,Novilia66,sophi,1
3956,wahyuni bahri,bagus bangettttttttttttttttttt traktiran bayar rp,1
3957,Tiara Mareta,,1
3958,Pandu Allen,knp udh checkout ribet pakai wifi rmh transfer gada paket liatny isi informasi pribadi akun knp knp discreenshot,1
3960,Abdul Azis,blnja mantap,1
3961,Nurhadi hadi,buka lelet file kirain kuota buka youtube facebook lancar tpi buka lot banget langgan kbur nihh buka lot niat hati respon cepat tpi buka kendala haduhhhhh,1
3962,Bocah Pemula,mantap bisalewat briva bayar,1
3963,Anisa Khasanah,kasih kasih,1
3964,Jackson Siar,bantu cari belanjaan,1
3966,Trio Channel,kupon cash back banyakin beli pulsa sesuai pulsa harga,1
3967,mas Lazim,oke oke minimal rp gratis ongkir,1
3968,Zardjant Lee,bagus bug,1
3970,Rennie Wulandari,promo jelasbarang bayarterus batal sepihakalasan sesuai sk kasih promotidak pilih beli uang saldoterpaksa beli sengaja pagi dateng mesan same day malam coba liat tracking jam sore cari pick up best gregettttt,1
3971,Wahyu Nus,kasih kasih sukses,1
3973,Etik Duwi,syuka banget,1
3974,Shellani Rahma P,sedihh pot sma gratis ongkir udh bayar batal sma ktanya langgar manipulasi pdhl nga ngapain jga,1
3977,Hermawan Iskandar,voucer hadiah rp klik kotak hadiah dapet voucer gede tolong suruh bohong nama tipu tolong maaf kasih maju puasin langgan kasian,1
3978,Hadi Susanto,skrng poin point trz ganti point skrng gadget point medit,1
3979,Bocah Ilang,makasih,1
3980,Beni Putra,bagus,1
3981,Deniese Official,mudah seller fast respon banyakin gratis ongkir ongkir bayar mulu,1
3982,NEindy VA,senang pesan pesan discont biaya pengirimanlanjutnkan stars,1
3983,edi mardianto,bagus layan maju,1
3984,IKHSAN MAULANA,nyaa bagus banget terimakasih teraktiran,1
3986,tata ta,kasih kasih,1
3987,Alboy Vicky,bantu akses mudah,1
3988,Dede Oktavia,pembayarannya mudah,1
3989,arik Julianto,terimakasih amanah,1
3990,edi paryono,baikdan sukses,1
3991,Harumningsih Surya,minggu kdg mis brg pecah komplain respon jual komplain respon susah senang harga pilih,1
3992,Nirrfarani SH,knp kode vertivikasintah muncul muncul tolong bantuanyah,1
3993,The Bastards,parahkatanya anggota daftar pilih gratis produk gilir daftar sen tripod mini batal udh sesuai,1
3994,Keluarga Mughni,nyesel elektronik komplain rusak ganti produk kirim dana ganti lapor cs chat balas kecewa kecewa install kasih mudah beli untung jual penjualpenjual amanah,1
3996,Silver Ouja,tolong sedia top up google play karna normalx karna bayar redeem redeem karna negara beli tolong proses post pesan bantu rugi kasih uang doang bodo udh kaya udh tanggung butuh proses bot pesan,1
3997,muhammad saifuddin,judul gratis ongkir bayar ongkir jujur,1
3998,Jean Boru Bakkara,salah instal proses cepat seller trusted puas,1
3999,master wong didik,pilih hadiah sng gratis,1
4000,Iyus Birong,br buka mudah manfaat promo mantap,1
4001,Rayanna Jewelry,kupon promo dipake buruk olshop belah beneran kasih promo costumernya pake embel syarat maaf kritik,1
4003,Aab Rohim,mudahhan,1
4005,agung kusuma,ubah nama data chat tanggapin,1
4006,Adam Arif,vouchernya bagus vouchernya full pake ongkir pake voucher terpotong ongkir,1
4007,Juniarti Qolbie,suka kendala voucher udh milih jasa kirim maksa app oranye cod gratis ongkir promo gabung pakai mantul pokok,1
4008,Keluarga Nayul,tolong diupdate bayar via bank bsi adainsoalnya bayar via bank bsi,1
4009,Chandra Syahputra,pantai labu pekan keyyyyennn,1
4010,Danang Danish,bertahuntahun pake nyaman nemu sepele beli ngga bantu order bayar beli masker kurir instan konfirmasi jual batalin jam konfirmasi jual chat direspon esok msih kirim batal jual pdhl jual nggak respon payah,1
4011,Marisa Ica,pesan ku batal otomatis pesan langgar tc tolong,1
4013,Alfin lbm,bonus barupun kaya belah,1
4016,Fatmaro Naiga,ngeklaim paket nggak dateng,1
4018,e,top up voucher tukar hood job,1
4019,Azka Andrian andrian,keren kupon diskon sukses,1
4021,Fauzi Abdullah,produk tawar kualitas,1
4022,Yoga Pradana,user harap pilih kredit akulaku,1
4023,Syasa Kamisya,bagus banget visa suka,1
4024,Karyono Tunanetera,ongkir mahal nggak aplikasiaplikasi mending uninstall,1
4025,Dzaky Pratama,kecewa sekalipertama downloadkatanya dapet promo pilih bayar batalin coba trspadahal terang bayar verifikasimau uninstal saldo tertinggalpromonya tarik kog kecewa,1
4026,Juhana Parmudiah,senang mumpuni,1
4027,Weneo Galih,layan mantap,1
4028,Muhammad Al Fiqri,cinta produk negeri,1
4029,Adia Parma,hati,1
4031,Muhammad Aang,suru dowload ajh suru ambil hadiah hadiah suru dowload onoh ngabisi kuota,1
4032,there w,puas tokpedsemoga promo ongkir,1
4034,zainal arifin,puas terimakasih,1
4035,Desi Lubis,kecewa,1
4036,Zulpen Andra,terimakasih bantu,1
4037,Salaka Nagara,tolong aktifin gagal hasil kasih bintang,1
4038,satria saeful hidayah,bermitra game tipu dragon city game penuh tipu daya kasih gems instal daftar kabar,1
4039,jeruk melon,bagus bangeeeet promo gratis ongkir event panen telurnya abis eventnya,1
4041,Yana Amzid,top banget iming iming hadiah kosong,1
4042,Edy Rudy,murah discon,1
4043,maulevi haikal,lumayan oke pokok bonusnya,1
4044,Joko Sutopo,mudah bantu transaksi,1
4045,Yani Cell,simple mufah,1
4047,Hendhi Wahyu Winarno,mantap banget ribet dapet potong super gila sukses makasih banget promo,1
4049,ari bowo,mantap,1
4050,Rasta Putra,beli direfund tarik saldo mibat sandi mulu sandi login csnya,1
4051,Dicki Situmorang,oke banget pokok,1
4052,Junaidi,mudah murah mantap,1
4054,Abdee Rizqii Chaidir 027,gokil banget,1
4056,Azzahra Maulida,kecewa tokopoint pake pengaruh cashback beda oren maless pake,1
4057,Intan Febriyani,terimakasih banget,1
4058,Mami Pina,gila sen dibatal otomatis tokopedinya,1
4059,ilham Sumarna,traktir rp udh coba tetep bayar harga normal menu bayar eror,1
4061,Ulul Kharisma,suka kpop merchandise biasku fighting now tampil idolidol kpop seru blackpink,1
4062,Pandawa official,bagus lumayan puas,1
4063,Nayzar Alfahri,bagus,1
4064,Mohamad Endang S,,1
4065,Kumala Kudarsih,mnyenang ad hadiah bingung gimna hadiah,1
4066,Marulloh Arull,mantap kasih bitang optimis,1
4067,Arham 1971,kasih kasih transaksi pulsa gampangsukses langgan,1
4069,Hendry Suharyanto,coba paylater,1
4070,Charles Sihaloho,puas ramah,1
4071,Free Fire Max,app promo tarik,1
4072,H_S GAMING,bagus,1
4073,Dhiva Gaming,member platinum gojekgrab instan jam cepat jelek mending hapus diaplikasi gojekgrab pakai instan mahal sampainya lusa sen pagi sellernya dipickup pagi tolong makan kekecewan costumer pakai power merchand pakai power merchand,1
4074,Theresiana Kemal,pesan perludan memuaskanminta tolong adik keponakanyg alamat samaterima kasih,1
4075,Nindy Cantik,servicenya utama,1
4076,Mama ina,oke banget diskon ongkir cashback senang,1
4077,Rio Chandra,potong harga minggu,1
4078,Ajeng Niken P,horee ongkir diskon,1
4079,toto Suprapto,tingkat mudah,1
4080,Canting_klanthing,promo mantap,1
4081,Nandi Surya,suka blanja respon cepatpngiriman cepat smoga maju sukses slalumksh,1
4082,Mariam Sukadi,coba trims hadiah,1
4083,Yusman Suryana,selmat petang nanya uang sekian rinci dimikian terimakasih,1
4085,Buk Yeni,oke bagus layan,1
4086,Marino Rino,mudah adastok habis uang bea kirim,1
4087,nafa feysha,pesan proses seller kacau udh tf ampun ngerugiiin customer ganti rugi fungsi kesal,1
4088,Deri Andrian,voucher digunakantiba pesan dibatalkanauto uninstal,1
4089,A k Gamerz,keren banget bantu,1
4090,PutraSFN SFN,gerat ongkir saldo ko tarik kecewa banget,1
4091,Joni Susanto,lindung beli was was,1
4092,Oktavian Surya Pramono,app ecocomers produk anak bangsa indonesia,1
4093,Roni Yatii,terimakasih gratis ongkir jaya,1
4094,Jumi' Atin,jumiatin hadiah rekening jahat tipu hasil undian menang kirim firalkan bohongin,1
4095,Kang Copet,senang gabung tokopediacare,1
4096,emi,senang,1
4097,Raden Koesnaidi,gopay pakai,1
4098,Tbarif Munawan,tipu promo pesan gratis batal,1
4100,Jujutegal Juju,skrng beda bagus diskon promo beneran dipake promo akun digunain diskon promo gabisa pesan otomatis batal tokopedianya parah kacau customer beli ditokopedia skrang kecewa karna bagus kecewa,1
4102,Nur Wakit,bintang iklan youtube instal diamond ff udh instal udh detik tipu,1
4103,beautiful songs kiranarukmi,muas chat grosirnya,1
4104,Lilik Pkneela123,dapet hadiah hadiah hoak percaya konsumen,1
4105,Ayu Andira,aq hadiah juta hoak doank,1
4107,Haikal Alvaro,ori,1
4108,Agus Basuki,layan kirim,1
4111,Achmad Yusup Fauji AL-Ka'af,bantu,1
4112,Abyan putra sandi,layan bagus,1
4113,Dicka Aldilla,ngaco tipu transaksi proses batal okeh,1
4115,Junior Bola,bagus kirim cepat cod minimal potong ongkir tolong kecilin minimal gratis ongkir,1
4116,Mohamad Nur Syaefullah,ditokopedia harap kasih sanksi buka ditokopedia transaksi blg ready kirim dicancel baca rugi customer tunggu tnpa,1
4117,Karim Qoutes GPS,mudah,1
4118,IndahRosita,cepat muas,1
4119,Angga Pratama,mantap bagus pesan,1
4121,Hadaniah Spd,perna perna pesan ponaan annisa anggap oke,1
4122,"JOKO,Tirto Tirto",buka terima sms paggilan tlpn mesalahnya klik muncul,1
4123,Arina Rahmania,sihkok dimasukin keranjang alas valid,1
4124,Hanafy Sullivan,tolong iklanproduk label ad tulisanya pertebal terlihatasli menggangu,1
4125,renny farida,tolong bayar full potong main taruh tokopoint trf rekening salah kirim sesuai gambar ongkir tanggung uang main potong banget cari untung,1
4126,Trisno Sur,murah cepat layan,1
4127,ismail akbar,bayar ggk refund alas stok habis rbrugii,1
4128,Wisnu Wisnu,ongkir wilayah kalbar mahal bgtz binggung beli jual,1
4129,ZAENN CREATIVE,sellernya diperhatiin mintemen beli paket isi kertas doang,1
4130,Ezra alika Izzatussunnah,cocok suka tagih harga keren buru dowlowad,1
4131,salama uar ama uar,hasil,1
4132,Rendy Putra Amanda,senang,1
4133,Ujang Darianto,,1
4134,Muhamad Haikal,mantap rp,1
4135,Panji Aditya,sesuai pesan,1
4136,Pasha Putra,puas,1
4137,Rahman Panther,bagus sekalitop,1
4138,Melati Melati,ambl hadia uang,1
4139,M Suyanto,emang top marotop,1
4140,Meerah Maricar,kendala uang hilang akun sayaterus suruh relogin ditolakmau ganti nomer akun bisatolong tolong kembalkan uang,1
4141,muhammad hakiki,yaallahberilahrezekimupadahambaygbutuhbiayasekolahdipondokamin,1
4142,Faiz Nurrohman,kasih langgar seller php cekout dichat brng hbis nunggu dana beli brng,1
4143,Nitasari Andhika,benarbenar bantu bangetpromonya,1
4144,Caramel Macchiato,keren banget emang,1
4145,Acca KidsGirls,kecewa,1
4146,Fajrul Izhar,sesuai foto,1
4147,Adelia Clarisa,pesan chrome hadiah pediaudh buka apaapk,1
4148,Faisal Fahri,percaya,1
4149,Ade Saputra,kasih kasih,1
4151,Indulgensi Daeli,hadia tipu,1
4152,Rosi Rossi Apriani,bayar beli pertamato batal otomatis bayargimana iniuang tolong balikin,1
4154,buronan ormas,niat bantu produk bangsaeh jelekkalau emang rugi iming gratis orderbener dicancel,1
4156,Any Maryani,kasih gratis,1
4157,Erik Sutrada,keren tingkat,1
4158,Asmajati Ananto,akun ambil hadiah muncul tulis maaf sedia transaksi pertamamu akun dipake gabisa claim,1
4159,atok firmansah,pakek senang bonusnya,1
4160,Batman 0910,mantap sesuai pesan,1
4162,Manbisa Apasaja,hubung tpi,1
4163,Riffi RadiAtha,mudah proses cepat tampil dashboard simple senang,1
4165,atmaja kuatsurya,nyoba cocok sukses trims,1
4166,Djumeri Jumeri,thanks hadiah gratis,1
4167,Arrafi Adul,ko pake promo gofood ganti nomor alamat email kesal beli makan,1
4168,Jayadi Ayam,tokopedianyamanberkualitascepat puaaasss megaphone toa mutu harga sahabat kasih kasih,1
4169,Andika sarjan Andikaflog,kenal,1
4170,Eka Prayudha,mantap meminimalisir seller curang pertahan,1
4173,Andi Rhamadan,sesuai kasih bintang,1
4174,Ima Suprihantini,bantu pandemi mudah ditokopedia sesuai ekspectasi terimakasih member solusi diskon,1
4175,Idvi Nur Ubaidillah,banget kendala vocer ngga dipake produk dicancel mulu ribet jelek pokok,1
4176,Kha Anddrea,makasih kupon gratis,1
4177,Dharma Maya,mantap cepat,1
4178,Apriyanto MP Ucup,,1
4179,Mukhtar Aliudin,mantap dapet gratis,1
4180,bayu mukti,aman nyaman cuman ngeluh gaptek ngakalin gratis ongkir maju jual beli gampang mudah banget,1
4181,Agus Sunarto,cobak kalu bagus kasih full bintag,1
4182,priyo setyo wibowo,percaya,1
4183,Nita Latif,kupon jarang kupon cashbak power pro potong gede tolong kemarin,1
4185,elinda dwi,mantap promo diskon,1
4186,miftah surur,bagustingkatkan,1
4187,Radju Radju,lengkap murah,1
4188,naufal daffa ferbyan,asli traktirannya bagus brand oase rp,1
4189,Dimas Arya,kasih kasih,1
4191,rizki karim76,uang sesuai ketik batal ambil saldo ribet dipake beli tolong nyaman puas,1
4192,Aulia Nugraha,salah handal bonus manja konsumen kasih kasih jaya sukses rekan tokopediathe best forever,1
4193,Hendra Baihaqi,puas mantap,1
4194,Rani Rustiani,gratis poko puas banget,1
4195,faiz al agif,transaksi ribet,1
4197,PATMAWATI wati,allah rugi banget ngabisin kuota dana refund tarik kapok banget langgar tc daftar alamat wajar alamat uninstall keselllllll otw pindah haluannnnn,1
4198,Deden Munfasil,bintang bicara,1
4199,Rukayati,sk harga terjangkaukualitas okepngiriman cepatbnyk promo diskonyayg lbih bebas ongkir,1
4200,Kholis Nur,terimakasih hidup mudah,1
4201,RIZQY FAJRI,lumayan adain kaya,1
4202,astri safitri,bagus banget diskon cashback bayar mudah,1
4203,levio william,coba lancar aman,1
4205,Muhammad Lutfi,aneh udh pesan udh bayar batalin udh gtuh uang balikin dasar tukang tipu jngan pake,1
4206,syifa aurelianingrum,manfaat,1
4207,Senandung Lirik,jual jual rame hijrah shopee,1
4208,Khoirunnisa Endah Setiawati,ganti alamat kirim batal,1
4209,wulan nuramalia,bisaaaaaaaa,1
4210,Claus Lee,coba terimakasih,1
4212,Awe Awe,ulang layan nyaman promo,1
4213,Septa Hadian,makasih traktiran,1
4214,Tri Yunita,mudah,1
4215,Chandra Mongkol,mudah,1
4217,Istighfarlah Terus,bantu mudah suka diupdate,1
4221,Arif Rahmat Widodo,bantu terimakasih,1
4222,Triyoga Mardianto,bantu,1
4223,Satya 12,sukses hemat,1
4224,Fitra Berlian,promo cashback,1
4225,Mini Star,beli beli ngasih hadiah voucher gerat,1
4226,sigit Danang herjuna,transaksi gagal saldo,1
4227,Muhidin Paiguru,iklan bingung poco ram harga diujungnya redmi ram percaya silah fb,1
4228,m.ridwan has,sesuai photo pajang,1
4229,Kusnadi Moe,ngasih bintang ajah bagus,1
4230,Hikma Nurfadila,voucher pulsa ngisi gagal voucher pakai nggak work niat ngasih voucher knp hra gagal,1
4232,Felicia Assyabiya,kasih kasih tokodepia,1
4233,Tengil Hooligan Timur,berkah ngadain promo mantaaaaaaap,1
4234,Dzikri Hidayat,layan nggak bagus rekrut mitra kurir shopee lazada blibli nggak kurir alhasil banjir order via kirim gosend grab cancel driver jemput pengantaran bodoh driver ambil jarak ngambil jarak pengantaran,1
4236,Suhadi Hadi,mencobanya,1
4237,Teknisi Pinggir jalan,parah gratis ongkir cod pake sicepat lagimalah pake antaraja kurir minggu kurir super duper lelet markilet,1
4238,erna dedit,tokopedio bantu,1
4239,Monica Lea,nanganin customernya benerrrrr minggu kelar kelar,1
4240,sarif fachrudin,mendapatka cashback,1
4242,Valencia Jess,discontmerasa aman,1
4243,NANANG KRISTANDRI,bantu,1
4244,Annisa Fauziah,membelanjakan promo rupiah akun,1
4245,nur aini amalia,beli produk flash sale klik beli muncul tulis produk flash sale suruh unduh,1
4246,25_Bagus Tri Atmojo,bayang mudah,1
4247,fatchu rahman,banget udh dipesen barangnyatiba habis bayar dibatalin mending,1
4248,Angga Engga,gratis beli gaakan direspon dibatalin abis hangus promo gaakan dibalikin tipu daya,1
4249,Jennyfer Corryson,lawaaaan,1
4250,Inddra Inddraanggara,eror tab hadiah udh jaring sinyal bagus,1
4251,Endhita Zahra,thank senang belnja traktiran rp voucher diskongratis ongkir suka voucher pelit,1
4252,Izlal Rifqi fakhrureza,bagus tingkat saing international,1
4253,Bagus Canelo,langgan,1
4254,Henny Joel,percaya,1
4255,Muji yati,cod,1
4256,nuryadin sag30,ongkir gratisnya investasi nabung emas,1
4257,Kang Urep,pdya,1
4260,Rustam Uddin,pesananpembelian laksana sesuai iklan jual terimakasih,1
4261,MOCH CHRIS ALI SHAKTI,jaring luas signal,1
4262,Rio Hariyoko R,tampil transaksinya ko mundur,1
4265,YEYEN SRI DHAMAYANTY,sukaaaaaa makasih menghadiahiku hs aktif ws pke hs,1
4266,Fadhil Rahman,jual muas layan cpt,1
4267,Indira Putri,isi saldo tokopediatidak akun sayasaat bayar salahmohon,1
4268,Drik Ho,kemarin order kirim instan status dipencarian driver tunggu ngehubungin balesnya tolong pakai ad jalan tunggu beli tunggu,1
4269,Alsyafa Aruna,lapak gaguga promo ujung batal otomatis saldo tarik padhal bayar,1
4272,Purwiro,umayan bagus diskonnya,1
4274,fathul ma'arif,cashbacknya hilang ditokped cashback kasih bintang cashbacknya,1
4275,Pengguna Google,tgl jatuh tempo pagi telfon suruh bayar udh ngmngnya sopan jatuh tempo,1
4278,Al Khoiry,promo ongkir pakai dompet digital,1
4279,Rendi Saputra,nihselalu muncul selamat hadiahtapi cek hadian apaanga hadiah,1
4281,One Tek Gaming,rugi sellerpenjual jual jual tukar beli alas beli sesuai kirim baran sesuai pesan cacat himbauan seller hati jual tokoped cacat bagus shopee,1
4282,Kusnandar 2020,luarrrrrrrr tokopediapokoknya bangetpromonya senyum senyum senangtxs,1
4283,ipo suryono,mudah,1
4284,My World,bintang kecewa ecomerse oren nyobain rp real kasih bintang,1
